ID,x,y,Team
2472,8.631817172465288,45.33339511228093,1
4081,8.090193115082009,45.56099936847045,0
2643,8.447465003471084,45.786570031765834,0
2719,8.253794672375681,45.495730681324865,0
4975,8.140000671518475,45.60960835796451,0
619,8.66027377514941,45.42999455568416,1
1889,8.661251744643385,45.170816399004785,1
3044,8.675573677303943,45.22264297738444,1
2608,8.108441951114239,45.60339030901781,0
2399,8.24767333306674,45.52059338403142,0
1986,8.807665596080643,45.61439931561183,1
4694,8.866280477002455,45.421665231826125,1
1487,8.63616199588984,45.414549470171906,1
2709,8.616806886951796,45.36738750189674,1
4339,8.921132283880333,45.47434210792658,1
143,8.049402604250188,45.370748370418305,0
4708,8.746902055072077,45.32943696683752,1
872,8.24259265540168,45.830973491537826,0
2663,8.600895678453861,45.331751261858436,1
1737,8.952890207919387,45.62184835943822,1
3374,8.739512328153408,45.55144351137403,1
3520,8.928726457367928,45.61959087266398,1
4636,8.169424413510459,45.73628249243155,0
3090,8.466577240469828,45.79193711268822,0
4533,8.540090522892422,45.01335915994738,1
4051,8.647607461041858,45.1899571299581,1
720,8.373017255554634,45.92991313648501,0
2588,8.825322927035211,45.61873748277522,1
4183,8.286297541185723,45.860857749611775,0
109,8.796061316698813,45.31743166311641,1
3620,8.809937770082128,45.31386602194956,1
3772,8.49703619863015,45.93629662201043,0
3841,8.912913972804942,45.17480407858943,1
98,8.253941026722007,45.48230655241263,0
80,8.48216990371885,45.07181926565774,1
726,8.97010184950361,45.21340239584456,1
2368,8.102311712202642,45.53586098619209,0
2501,8.832802806568626,45.441630970471756,1
3587,8.846421081978804,45.471902183478406,1
1303,8.197220888751383,45.744339815231676,0
4611,8.653904817706309,45.179511906876215,1
1523,8.659206173799554,45.387689958366195,1
2031,8.265370903671064,45.522827109075514,0
432,8.061286011563421,45.52631794615909,0
1785,8.52131235913333,45.957061392804476,0
1349,8.970657057690786,45.610221430494896,1
2505,8.955733172468442,45.225079551306166,1
2023,8.06590663131088,45.554572769754294,0
1926,8.66941647984297,45.43431907254166,1
3483,8.75356465653409,45.325493952590065,1
3425,8.20052677326416,45.69681776059519,0
2033,8.653675232355946,45.138039015532954,1
2064,8.304707734699926,45.82807810603492,0
2731,8.316161481630358,45.67408427473519,0
4765,8.67567758976629,45.15811741989184,1
3995,8.842134439225122,45.34132690668073,1
3609,8.22790709741001,45.47195812240101,0
573,8.959696031949239,45.23588662567386,1
501,8.492441080745541,45.136143383620926,1
1798,8.577042349616208,45.266654300516684,1
1198,8.278643103560597,45.50571525625795,0
4839,8.366274068679928,45.88907644241795,0
4587,8.637892232346852,45.16512582026324,1
384,8.023186448398336,45.35581534391567,0
3146,8.060905525711133,45.33609560401046,0
4632,8.496791071920986,45.073134179378314,1
3035,8.689099319268003,45.15854050358061,1
2607,8.196477640685904,45.744602971102594,0
910,8.76641562134562,45.34514040060118,1
3847,8.252468258974359,45.29736660562465,0
3077,8.863231135466792,45.40911361802181,1
4844,8.220873928615326,45.770339538868214,0
3412,8.10509890651739,45.54477436304726,0
4514,8.779839307666258,45.37517239418458,1
3907,8.704472034484631,45.231618447576345,1
3487,8.417715052738131,45.78284665279352,0
978,8.2483059501424,45.79274492114612,0
523,8.43081229636634,45.78440404889305,0
2201,8.774496789450701,45.35667331504101,1
611,8.404698820278712,45.78266994742961,0
634,8.901541911367124,45.60669149791447,1
4552,8.583276440710407,45.29820674598113,1
1306,8.265795785342752,45.47918105989576,0
3348,8.485971375263093,45.964712261729694,0
2515,8.82522403188074,45.61315151723899,1
2332,8.939236786045617,45.615310942164776,1
2371,8.748829575460935,45.547719693349826,1
280,8.669659683930622,45.22189851646287,1
2471,8.781436856724396,45.27687345423037,1
2729,8.45111319701355,45.78054097142339,0
1282,8.941473450488193,45.585208502851394,1
2346,8.292771437458178,45.870018465568066,0
4562,8.681203868860624,45.22467192665401,1
2772,8.919646424657708,45.19928350671099,1
1052,8.68261566485322,45.49139362555947,1
1868,8.89116102467052,45.601501993893606,1
3625,8.348031776350592,45.65880920968977,0
1739,8.502290970392929,45.147662229743744,1
173,8.05862806446859,45.34548627297732,0
4150,8.311022448895155,45.62672505827326,0
4938,8.631209285252968,45.161060564992674,1
3566,8.659609032743678,45.15255796067245,1
2467,8.517435899897217,45.0098132906047,1
601,8.948440378383282,45.21025336180551,1
831,8.879480205012626,45.117027925115295,1
2274,8.125847224967398,45.62305867986048,0
2453,8.559451717522517,45.261086366963,1
2787,8.913254003330369,45.60545533558812,1
3868,8.227033456805835,45.755847907099785,0
1176,8.649130871313702,45.16806325107107,1
3667,8.862244752722013,45.41002461908478,1
4845,8.908490139908938,45.4787473629598,1
1121,8.911452479049691,45.62151654144667,1
3844,8.885831008261004,45.50714326317049,1
4976,8.45891028555914,45.110546669702636,1
782,8.50990456531945,45.92325239628367,0
3193,8.117855781575566,45.57628057381689,0
3833,8.069289391867999,45.56212175435178,0
2461,8.0,45.37326625338666,0
4847,8.762989242107531,45.589467377835476,1
3685,8.732383463951672,45.318137390433264,1
2612,8.508355863392934,45.96692852084423,0
674,8.787665151595847,45.34161285920096,1
2640,8.441497791557312,45.77291724221408,0
1307,8.505459555489281,45.962437227991636,0
668,8.95418575229337,45.189066382249834,1
233,8.78308278427816,45.33730655919549,1
2146,8.318189976564083,45.65108384666715,0
335,8.674186942750476,45.14907660409315,1
581,8.300181317489098,45.87141306164775,0
4032,8.665724534333751,45.195191857486876,1
242,8.817552760893605,45.35321921485283,1
4202,8.563496419205494,45.302521552455545,1
3160,8.494301139481461,45.9376261283087,0
2344,8.857048589088116,45.455706622673354,1
652,8.776282508776948,45.325127382992754,1
2460,8.332291506197514,45.63602605975284,0
854,8.840390566724205,45.44667151240909,1
811,8.180815625085906,45.74733137243603,0
423,8.744095506888954,45.327568977436535,1
3142,8.295588977403876,45.87028557075821,0
1815,8.715868453980562,45.48814141221248,1
600,8.659942768983454,45.4511832748845,1
3561,8.591407973206532,45.30636591893134,1
3889,8.48604986633105,45.16800567041815,1
2620,8.847807377485706,45.59965293412404,1
1677,8.205929108455894,45.76265963483236,0
2745,8.497484095501163,45.10730002688712,1
2165,8.643398528173332,45.21351921826977,1
728,8.710526226693421,45.29334050572805,1
860,8.916499388388,45.60016618412031,1
2406,8.331235134059302,45.87433908756996,0
4203,8.53031844189083,45.229404061038544,1
